date,value
2023-09-24,1.82532
2023-09-25,2.78567
2023-09-26,3.95137
2023-09-27,5.34033
2023-09-28,5.044411
2023-09-29,3.6888680000000003
2023-09-30,2.2476948
2023-10-01,1.570762
2023-10-02,4.43396
2023-10-03,2.10296
2023-10-04,3.4525040000000002
2023-10-05,2.036632
2023-10-06,3.818083
2023-10-07,8.6660405
2023-10-08,12.134815
2023-10-09,3.019006
2023-10-10,3.0015099999999997
2023-10-11,1.382001
2023-10-12,1.60956
2023-10-13,3.14844
2023-10-14,0.16645000000000001
2023-10-15,0.5626099999999999
2023-10-16,2.78521
2023-10-17,3.183011
2023-10-18,2.24732
2023-10-19,2.16272
2023-10-20,3.03274
2023-10-21,0.19819
2023-10-26,1.48543
2023-10-27,1.79819
2023-10-28,2.92303
2023-10-29,0.47993
2023-10-30,3.82335
2023-10-31,3.045045
2023-11-01,2.911128
2023-11-02,4.25294
2023-11-03,2.73311
2023-11-04,0.24792
2023-11-05,1.853805
2023-11-06,3.522167
2023-11-07,2.84382
2023-11-08,4.55029
2023-11-09,0.02672
2023-11-10,2.0358899999999998
2023-11-11,3.52539
2023-11-12,1.532006
2023-11-13,1.78867
2023-11-14,2.614917
2023-11-15,2.262717
2023-11-16,1.6464720000000002
2023-11-17,3.41406
2023-11-18,3.34373
2023-11-19,0.10171
2023-11-20,4.35354
2023-11-21,3.556096
2023-11-22,2.6000300000000003
2023-11-23,5.621481
2023-11-24,2.48423
2023-11-25,2.48586
2023-11-26,0.16938
2023-11-27,1.58456
2023-11-28,3.057953
2023-11-29,1.5613000000000001
2023-11-30,7.060081
2023-12-01,2.56817
2023-12-02,0.57414
2023-12-03,0.80019
2023-12-04,1.40191
2023-12-05,2.6779889999999997
2023-12-06,4.655215
2023-12-07,1.06189
2023-12-08,4.3282
2023-12-09,3.18932
2023-12-10,1.0703099999999999
2023-12-11,2.6712
2023-12-12,2.9243
2023-12-13,2.125611
2023-12-14,4.77666
2023-12-15,4.475898
2023-12-16,3.1144789
2023-12-17,0.60693
2023-12-18,1.90256
2023-12-19,1.05386
2023-12-20,3.8450409999999997
2023-12-21,7.331169
2023-12-22,3.3053500000000002
2023-12-23,0.20283
2023-12-24,3.15441
2023-12-25,1.6860959
2023-12-26,2.77419
2023-12-27,1.101263
2023-12-28,6.563739
2023-12-29,2.61749
2023-12-30,2.4819429
2023-12-31,3.175094
2024-01-01,1.53777
