date,type,value
2021-12-21,StepCount,5677.0
2021-12-21,FlightsClimbed,5.0
2021-12-21,DistanceWalkingRunning,3.73745
2021-12-22,StepCount,3505.0
2021-12-22,FlightsClimbed,5.0
2021-12-22,DistanceWalkingRunning,2.490632
2021-12-23,StepCount,6042.0
2021-12-23,FlightsClimbed,5.0
2021-12-23,DistanceWalkingRunning,4.4306
2021-12-24,StepCount,2205.0
2021-12-24,FlightsClimbed,13.0
2021-12-24,DistanceWalkingRunning,1.549533
2021-12-25,StepCount,3838.0
2021-12-25,FlightsClimbed,5.0
2021-12-25,DistanceWalkingRunning,2.718053
2021-12-26,StepCount,1293.0
2021-12-26,FlightsClimbed,2.0
2021-12-26,DistanceWalkingRunning,0.9556939999999999
2021-12-27,StepCount,5731.0
2021-12-27,FlightsClimbed,10.0
2021-12-27,DistanceWalkingRunning,4.14475
2021-12-28,StepCount,3965.0
2021-12-28,FlightsClimbed,5.0
2021-12-28,DistanceWalkingRunning,2.81167
2021-12-29,StepCount,4526.0
2021-12-29,FlightsClimbed,8.0
2021-12-29,DistanceWalkingRunning,3.275843
2021-12-30,StepCount,6539.0
2021-12-30,FlightsClimbed,4.0
2021-12-30,DistanceWalkingRunning,4.64315
2021-12-31,StepCount,3937.0
2021-12-31,FlightsClimbed,7.0
2021-12-31,DistanceWalkingRunning,2.760937
2022-01-01,StepCount,18.0
2022-01-01,FlightsClimbed,0.0
2022-01-01,DistanceWalkingRunning,0.01512
2022-01-02,StepCount,0.0
2022-01-02,FlightsClimbed,0.0
2022-01-02,DistanceWalkingRunning,0.0
2022-01-03,StepCount,3699.0
2022-01-03,FlightsClimbed,8.0
2022-01-03,DistanceWalkingRunning,2.74464
2022-01-04,StepCount,3251.0
2022-01-04,FlightsClimbed,4.0
2022-01-04,DistanceWalkingRunning,2.38783
2022-01-05,StepCount,3874.0
2022-01-05,FlightsClimbed,6.0
2022-01-05,DistanceWalkingRunning,2.85304
2022-01-06,StepCount,4835.0
2022-01-06,FlightsClimbed,10.0
2022-01-06,DistanceWalkingRunning,3.548145
2022-01-07,StepCount,1549.0
2022-01-07,FlightsClimbed,5.0
2022-01-07,DistanceWalkingRunning,1.05229
2022-01-08,StepCount,5084.0
2022-01-08,FlightsClimbed,7.0
2022-01-08,DistanceWalkingRunning,3.648326
2022-01-09,StepCount,147.0
2022-01-09,FlightsClimbed,2.0
2022-01-09,DistanceWalkingRunning,0.10422000000000001
2022-01-10,StepCount,2431.0
2022-01-10,FlightsClimbed,11.0
2022-01-10,DistanceWalkingRunning,1.7434100000000001
2022-01-11,StepCount,4383.0
2022-01-11,FlightsClimbed,8.0
2022-01-11,DistanceWalkingRunning,3.1953199999999997
2022-01-12,StepCount,5953.0
2022-01-12,FlightsClimbed,9.0
2022-01-12,DistanceWalkingRunning,4.20149
2022-01-13,StepCount,1134.0
2022-01-13,FlightsClimbed,4.0
2022-01-13,DistanceWalkingRunning,0.80274
2022-01-14,StepCount,2619.0
2022-01-14,FlightsClimbed,14.0
2022-01-14,DistanceWalkingRunning,1.8697
2022-01-15,StepCount,335.0
2022-01-15,FlightsClimbed,3.0
2022-01-15,DistanceWalkingRunning,0.22845
2022-01-16,StepCount,117.0
2022-01-16,FlightsClimbed,2.0
2022-01-16,DistanceWalkingRunning,0.08263
2022-01-17,StepCount,5036.0
2022-01-17,FlightsClimbed,10.0
2022-01-17,DistanceWalkingRunning,3.67868
2022-01-18,StepCount,4300.0
2022-01-18,FlightsClimbed,10.0
2022-01-18,DistanceWalkingRunning,3.100511
2022-01-19,StepCount,3626.0
2022-01-19,FlightsClimbed,5.0
2022-01-19,DistanceWalkingRunning,2.47589
2022-01-20,StepCount,3618.0
2022-01-20,FlightsClimbed,9.0
2022-01-20,DistanceWalkingRunning,2.65244
2022-01-21,StepCount,2437.0
2022-01-21,FlightsClimbed,10.0
2022-01-21,DistanceWalkingRunning,1.73749
2022-01-22,StepCount,232.0
2022-01-22,FlightsClimbed,3.0
2022-01-22,DistanceWalkingRunning,0.16837
2022-01-23,StepCount,13115.0
2022-01-23,FlightsClimbed,7.0
2022-01-23,DistanceWalkingRunning,9.577021
2022-01-24,StepCount,612.0
2022-01-24,FlightsClimbed,5.0
2022-01-24,DistanceWalkingRunning,0.44547
2022-01-25,StepCount,9581.0
2022-01-25,FlightsClimbed,5.0
2022-01-25,DistanceWalkingRunning,7.0129
2022-01-26,StepCount,3299.0
2022-01-26,FlightsClimbed,4.0
2022-01-26,DistanceWalkingRunning,2.38529
2022-01-27,StepCount,5467.0
2022-01-27,FlightsClimbed,4.0
2022-01-27,DistanceWalkingRunning,4.18153
2022-01-28,StepCount,111.0
2022-01-28,FlightsClimbed,2.0
2022-01-28,DistanceWalkingRunning,0.08035
2022-01-29,StepCount,1485.0
2022-01-29,FlightsClimbed,4.0
2022-01-29,DistanceWalkingRunning,1.09822
2022-01-30,StepCount,14256.0
2022-01-30,FlightsClimbed,3.0
2022-01-30,DistanceWalkingRunning,10.851472
2022-01-31,StepCount,1211.0
2022-01-31,FlightsClimbed,9.0
2022-01-31,DistanceWalkingRunning,0.89792
2022-02-01,StepCount,165.0
2022-02-01,FlightsClimbed,1.0
2022-02-01,DistanceWalkingRunning,0.11256
2022-02-02,StepCount,7098.0
2022-02-02,FlightsClimbed,8.0
2022-02-02,DistanceWalkingRunning,4.7846400000000004
2022-02-03,StepCount,6184.0
2022-02-03,FlightsClimbed,5.0
2022-02-03,DistanceWalkingRunning,4.161248
2022-02-04,StepCount,1507.0
2022-02-04,FlightsClimbed,5.0
2022-02-04,DistanceWalkingRunning,1.086341
2022-02-05,StepCount,2737.0
2022-02-05,FlightsClimbed,2.0
2022-02-05,DistanceWalkingRunning,2.117
2022-02-06,StepCount,7394.0
2022-02-06,FlightsClimbed,1.0
2022-02-06,DistanceWalkingRunning,4.72048
2022-02-07,StepCount,3222.0
2022-02-07,FlightsClimbed,4.0
2022-02-07,DistanceWalkingRunning,2.067789
2022-02-08,StepCount,2803.0
2022-02-08,FlightsClimbed,4.0
2022-02-08,DistanceWalkingRunning,1.83604
2022-02-09,StepCount,4152.0
2022-02-09,FlightsClimbed,9.0
2022-02-09,DistanceWalkingRunning,2.934588
2022-02-10,StepCount,2908.0
2022-02-10,FlightsClimbed,4.0
2022-02-10,DistanceWalkingRunning,1.92096
2022-02-11,StepCount,10814.0
2022-02-11,FlightsClimbed,8.0
2022-02-11,DistanceWalkingRunning,6.87153
2022-02-12,StepCount,3246.0
2022-02-12,FlightsClimbed,4.0
2022-02-12,DistanceWalkingRunning,2.31198
2022-02-13,StepCount,53.0
2022-02-13,FlightsClimbed,0.0
2022-02-13,DistanceWalkingRunning,0.04023
2022-02-14,StepCount,4238.0
2022-02-14,FlightsClimbed,6.0
2022-02-14,DistanceWalkingRunning,2.732812
2022-02-15,StepCount,4275.0
2022-02-15,FlightsClimbed,4.0
2022-02-15,DistanceWalkingRunning,3.08628
2022-02-16,StepCount,4764.0
2022-02-16,FlightsClimbed,6.0
2022-02-16,DistanceWalkingRunning,3.04684
2022-02-17,StepCount,1331.0
2022-02-17,FlightsClimbed,5.0
2022-02-17,DistanceWalkingRunning,0.87541
2022-02-18,StepCount,1889.0
2022-02-18,FlightsClimbed,12.0
2022-02-18,DistanceWalkingRunning,1.29104
2022-02-19,StepCount,3560.0
2022-02-19,FlightsClimbed,5.0
2022-02-19,DistanceWalkingRunning,2.5516199999999998
2022-02-20,StepCount,590.0
2022-02-20,FlightsClimbed,3.0
2022-02-20,DistanceWalkingRunning,0.40999
2022-02-21,StepCount,2301.0
2022-02-21,FlightsClimbed,7.0
2022-02-21,DistanceWalkingRunning,1.53834
2022-02-22,StepCount,9642.0
2022-02-22,FlightsClimbed,5.0
2022-02-22,DistanceWalkingRunning,6.33263
2022-02-23,StepCount,2391.0
2022-02-23,FlightsClimbed,1.0
2022-02-23,DistanceWalkingRunning,1.751162
2022-02-24,StepCount,3951.0
2022-02-24,FlightsClimbed,8.0
2022-02-24,DistanceWalkingRunning,2.50967
2022-02-25,StepCount,4441.0
2022-02-25,FlightsClimbed,4.0
2022-02-25,DistanceWalkingRunning,2.99438
2022-02-26,StepCount,1139.0
2022-02-26,FlightsClimbed,3.0
2022-02-26,DistanceWalkingRunning,0.80638
2022-02-27,StepCount,652.0
2022-02-27,FlightsClimbed,2.0
2022-02-27,DistanceWalkingRunning,0.43712
2022-02-28,StepCount,4860.0
2022-02-28,FlightsClimbed,1.0
2022-02-28,DistanceWalkingRunning,3.402794
2022-03-01,StepCount,3702.0
2022-03-01,FlightsClimbed,1.0
2022-03-01,DistanceWalkingRunning,2.46298
2022-03-02,StepCount,4468.0
2022-03-02,FlightsClimbed,3.0
2022-03-02,DistanceWalkingRunning,2.90393
2022-03-03,StepCount,3512.0
2022-03-03,FlightsClimbed,4.0
2022-03-03,DistanceWalkingRunning,2.39932
2022-03-04,StepCount,4009.0
2022-03-04,FlightsClimbed,9.0
2022-03-04,DistanceWalkingRunning,2.70688
2022-03-05,StepCount,7097.0
2022-03-05,FlightsClimbed,8.0
2022-03-05,DistanceWalkingRunning,4.925243
2022-03-06,StepCount,1364.0
2022-03-06,FlightsClimbed,1.0
2022-03-06,DistanceWalkingRunning,0.89775
2022-03-07,StepCount,5468.0
2022-03-07,FlightsClimbed,7.0
2022-03-07,DistanceWalkingRunning,3.5241599999999997
2022-03-08,StepCount,3615.0
2022-03-08,FlightsClimbed,6.0
2022-03-08,DistanceWalkingRunning,2.46128
2022-03-09,StepCount,3853.0
2022-03-09,FlightsClimbed,5.0
2022-03-09,DistanceWalkingRunning,2.589324
2022-03-10,StepCount,8146.0
2022-03-10,FlightsClimbed,8.0
2022-03-10,DistanceWalkingRunning,5.324323
2022-03-11,StepCount,2829.0
2022-03-11,FlightsClimbed,3.0
2022-03-11,DistanceWalkingRunning,1.95816
2022-03-12,StepCount,926.0
2022-03-12,FlightsClimbed,3.0
2022-03-12,DistanceWalkingRunning,0.62341
2022-03-13,StepCount,274.0
2022-03-13,FlightsClimbed,2.0
2022-03-13,DistanceWalkingRunning,0.20366
2022-03-14,StepCount,5252.0
2022-03-14,FlightsClimbed,7.0
2022-03-14,DistanceWalkingRunning,3.29745
2022-03-15,StepCount,6529.0
2022-03-15,FlightsClimbed,6.0
2022-03-15,DistanceWalkingRunning,4.26902
2022-03-16,StepCount,4628.0
2022-03-16,FlightsClimbed,9.0
2022-03-16,DistanceWalkingRunning,3.29649
2022-03-17,StepCount,4011.0
2022-03-17,FlightsClimbed,5.0
2022-03-17,DistanceWalkingRunning,2.6347
2022-03-18,StepCount,1906.0
2022-03-18,FlightsClimbed,11.0
2022-03-18,DistanceWalkingRunning,1.24195
2022-03-19,StepCount,1846.0
2022-03-19,FlightsClimbed,3.0
2022-03-19,DistanceWalkingRunning,1.18774
2022-03-20,StepCount,77.0
2022-03-20,FlightsClimbed,1.0
2022-03-20,DistanceWalkingRunning,0.05564
2022-03-21,StepCount,2149.0
2022-03-21,FlightsClimbed,11.0
2022-03-21,DistanceWalkingRunning,1.4525970000000001
2022-03-22,StepCount,3310.0
2022-03-22,FlightsClimbed,12.0
2022-03-22,DistanceWalkingRunning,2.16404
2022-03-23,StepCount,922.0
2022-03-23,FlightsClimbed,3.0
2022-03-23,DistanceWalkingRunning,0.6151599999999999
2022-03-24,StepCount,11722.0
2022-03-24,FlightsClimbed,14.0
2022-03-24,DistanceWalkingRunning,7.67853
2022-03-25,StepCount,4522.0
2022-03-25,FlightsClimbed,7.0
2022-03-25,DistanceWalkingRunning,2.88523
2022-03-26,StepCount,3279.0
2022-03-26,FlightsClimbed,3.0
2022-03-26,DistanceWalkingRunning,2.329777
2022-03-27,StepCount,3740.0
2022-03-27,FlightsClimbed,11.0
2022-03-27,DistanceWalkingRunning,2.47806
2022-03-28,StepCount,3595.0
2022-03-28,FlightsClimbed,4.0
2022-03-28,DistanceWalkingRunning,2.53608
2022-03-29,StepCount,3469.0
2022-03-29,FlightsClimbed,4.0
2022-03-29,DistanceWalkingRunning,2.4564500000000002
2022-03-30,StepCount,1858.0
2022-03-30,FlightsClimbed,9.0
2022-03-30,DistanceWalkingRunning,1.24819
2022-03-31,StepCount,3578.0
2022-03-31,FlightsClimbed,5.0
2022-03-31,DistanceWalkingRunning,2.51815
2022-04-01,StepCount,19980.0
2022-04-01,FlightsClimbed,33.0
2022-04-01,DistanceWalkingRunning,13.239768999999999
2022-04-02,StepCount,146.0
2022-04-02,FlightsClimbed,1.0
2022-04-02,DistanceWalkingRunning,0.10476999999999999
2022-04-03,StepCount,8.0
2022-04-03,FlightsClimbed,0.0
2022-04-03,DistanceWalkingRunning,0.00564
2022-04-04,StepCount,3338.0
2022-04-04,FlightsClimbed,6.0
2022-04-04,DistanceWalkingRunning,2.3824899999999998
2022-04-05,StepCount,4018.0
2022-04-05,FlightsClimbed,5.0
2022-04-05,DistanceWalkingRunning,2.55892
2022-04-06,StepCount,5221.0
2022-04-06,FlightsClimbed,9.0
2022-04-06,DistanceWalkingRunning,3.5120780000000003
2022-04-07,StepCount,5910.0
2022-04-07,FlightsClimbed,9.0
2022-04-07,DistanceWalkingRunning,3.84672
2022-04-08,StepCount,4109.0
2022-04-08,FlightsClimbed,9.0
2022-04-08,DistanceWalkingRunning,2.74995
2022-04-09,StepCount,519.0
2022-04-09,FlightsClimbed,2.0
2022-04-09,DistanceWalkingRunning,0.36303
2022-04-10,StepCount,138.0
2022-04-10,FlightsClimbed,2.0
2022-04-10,DistanceWalkingRunning,0.09095
2022-04-11,StepCount,4441.0
2022-04-11,FlightsClimbed,4.0
2022-04-11,DistanceWalkingRunning,3.002004
2022-04-12,StepCount,1694.0
2022-04-12,FlightsClimbed,1.0
2022-04-12,DistanceWalkingRunning,1.13563
2022-04-13,StepCount,195.0
2022-04-13,FlightsClimbed,2.0
2022-04-13,DistanceWalkingRunning,0.13776
2022-04-14,StepCount,3838.0
2022-04-14,FlightsClimbed,7.0
2022-04-14,DistanceWalkingRunning,2.71732
2022-04-15,StepCount,6551.0
2022-04-15,FlightsClimbed,8.0
2022-04-15,DistanceWalkingRunning,4.399155
2022-04-16,StepCount,2846.0
2022-04-16,FlightsClimbed,3.0
2022-04-16,DistanceWalkingRunning,1.93357
2022-04-17,StepCount,432.0
2022-04-17,FlightsClimbed,2.0
2022-04-17,DistanceWalkingRunning,0.28989
2022-04-18,StepCount,3573.0
2022-04-18,FlightsClimbed,4.0
2022-04-18,DistanceWalkingRunning,2.47038
2022-04-19,StepCount,11184.0
2022-04-19,FlightsClimbed,10.0
2022-04-19,DistanceWalkingRunning,7.24581
2022-04-20,StepCount,4399.0
2022-04-20,FlightsClimbed,5.0
2022-04-20,DistanceWalkingRunning,2.93364
2022-04-21,StepCount,14955.0
2022-04-21,FlightsClimbed,2.0
2022-04-21,DistanceWalkingRunning,10.5655049
2022-04-22,StepCount,3627.0
2022-04-22,FlightsClimbed,11.0
2022-04-22,DistanceWalkingRunning,2.5019489999999998
2022-04-23,StepCount,491.0
2022-04-23,FlightsClimbed,1.0
2022-04-23,DistanceWalkingRunning,0.33738
2022-04-24,StepCount,43.0
2022-04-24,FlightsClimbed,1.0
2022-04-24,DistanceWalkingRunning,0.03116
2022-04-25,StepCount,3045.0
2022-04-25,FlightsClimbed,5.0
2022-04-25,DistanceWalkingRunning,1.91145
2022-04-26,StepCount,4243.0
2022-04-26,FlightsClimbed,7.0
2022-04-26,DistanceWalkingRunning,3.0853699999999997
2022-04-27,StepCount,4095.0
2022-04-27,FlightsClimbed,10.0
2022-04-27,DistanceWalkingRunning,3.17402
2022-04-28,StepCount,63.0
2022-04-28,FlightsClimbed,1.0
2022-04-28,DistanceWalkingRunning,0.0459
2022-04-29,StepCount,2599.0
2022-04-29,FlightsClimbed,6.0
2022-04-29,DistanceWalkingRunning,1.89952
2022-04-30,StepCount,367.0
2022-04-30,FlightsClimbed,3.0
2022-04-30,DistanceWalkingRunning,0.24544
2022-05-01,StepCount,463.0
2022-05-01,FlightsClimbed,2.0
2022-05-01,DistanceWalkingRunning,0.31088
2022-05-02,StepCount,1054.0
2022-05-02,FlightsClimbed,4.0
2022-05-02,DistanceWalkingRunning,0.77396
2022-05-03,StepCount,959.0
2022-05-03,FlightsClimbed,5.0
2022-05-03,DistanceWalkingRunning,0.66669
2022-05-04,StepCount,387.0
2022-05-04,FlightsClimbed,3.0
2022-05-04,DistanceWalkingRunning,0.27688
2022-05-05,StepCount,3141.0
2022-05-05,FlightsClimbed,8.0
2022-05-05,DistanceWalkingRunning,2.30615
2022-05-06,StepCount,9012.0
2022-05-06,FlightsClimbed,5.0
2022-05-06,DistanceWalkingRunning,6.200851
2022-05-07,StepCount,523.0
2022-05-07,FlightsClimbed,6.0
2022-05-07,DistanceWalkingRunning,0.35772
2022-05-08,StepCount,250.0
2022-05-08,FlightsClimbed,4.0
2022-05-08,DistanceWalkingRunning,0.18673
2022-05-09,StepCount,3746.0
2022-05-09,FlightsClimbed,8.0
2022-05-09,DistanceWalkingRunning,2.723798
2022-05-10,StepCount,4154.0
2022-05-10,FlightsClimbed,9.0
2022-05-10,DistanceWalkingRunning,3.16255
2022-05-11,StepCount,3427.0
2022-05-11,FlightsClimbed,15.0
2022-05-11,DistanceWalkingRunning,2.38247
2022-05-12,StepCount,3445.0
2022-05-12,FlightsClimbed,7.0
2022-05-12,DistanceWalkingRunning,2.69839
2022-05-13,StepCount,2554.0
2022-05-13,FlightsClimbed,6.0
2022-05-13,DistanceWalkingRunning,1.87828
2022-05-14,StepCount,131.0
2022-05-14,FlightsClimbed,2.0
2022-05-14,DistanceWalkingRunning,0.09316
2022-05-15,StepCount,126.0
2022-05-15,FlightsClimbed,2.0
2022-05-15,DistanceWalkingRunning,0.09279
2022-05-16,StepCount,2720.0
2022-05-16,FlightsClimbed,7.0
2022-05-16,DistanceWalkingRunning,2.004911
2022-05-17,StepCount,4720.0
2022-05-17,FlightsClimbed,6.0
2022-05-17,DistanceWalkingRunning,3.48039
2022-05-18,StepCount,12909.0
2022-05-18,FlightsClimbed,13.0
2022-05-18,DistanceWalkingRunning,9.203341
2022-05-19,StepCount,2947.0
2022-05-19,FlightsClimbed,5.0
2022-05-19,DistanceWalkingRunning,2.03152
2022-05-20,StepCount,146.0
2022-05-20,FlightsClimbed,3.0
2022-05-20,DistanceWalkingRunning,0.10705999999999999
2022-05-21,StepCount,545.0
2022-05-21,FlightsClimbed,7.0
2022-05-21,DistanceWalkingRunning,0.396
2022-05-22,StepCount,363.0
2022-05-22,FlightsClimbed,7.0
2022-05-22,DistanceWalkingRunning,0.26485
2022-05-23,StepCount,6242.0
2022-05-23,FlightsClimbed,11.0
2022-05-23,DistanceWalkingRunning,4.3857406
2022-05-24,StepCount,4052.0
2022-05-24,FlightsClimbed,13.0
2022-05-24,DistanceWalkingRunning,2.904387
2022-05-25,StepCount,7889.0
2022-05-25,FlightsClimbed,7.0
2022-05-25,DistanceWalkingRunning,5.99407
2022-05-26,StepCount,1977.0
2022-05-26,FlightsClimbed,5.0
2022-05-26,DistanceWalkingRunning,1.29235
2022-05-27,StepCount,2894.0
2022-05-27,FlightsClimbed,1.0
2022-05-27,DistanceWalkingRunning,2.03243
2022-05-28,StepCount,3295.0
2022-05-28,FlightsClimbed,6.0
2022-05-28,DistanceWalkingRunning,2.2033869999999998
2022-05-29,StepCount,42.0
2022-05-29,FlightsClimbed,0.0
2022-05-29,DistanceWalkingRunning,0.02973
2022-05-30,StepCount,1222.0
2022-05-30,FlightsClimbed,5.0
2022-05-30,DistanceWalkingRunning,0.89478
2022-05-31,StepCount,2069.0
2022-05-31,FlightsClimbed,6.0
2022-05-31,DistanceWalkingRunning,1.52502
2022-06-01,StepCount,2856.0
2022-06-01,FlightsClimbed,4.0
2022-06-01,DistanceWalkingRunning,2.12348
2022-06-02,StepCount,2441.0
2022-06-02,FlightsClimbed,4.0
2022-06-02,DistanceWalkingRunning,1.7933999999999999
2022-06-03,StepCount,18647.0
2022-06-03,FlightsClimbed,10.0
2022-06-03,DistanceWalkingRunning,13.95136
2022-06-04,StepCount,2139.0
2022-06-04,FlightsClimbed,3.0
2022-06-04,DistanceWalkingRunning,1.57696
2022-06-05,StepCount,552.0
2022-06-05,FlightsClimbed,1.0
2022-06-05,DistanceWalkingRunning,0.39346
2022-06-06,StepCount,1111.0
2022-06-06,FlightsClimbed,6.0
2022-06-06,DistanceWalkingRunning,0.80938
2022-06-07,StepCount,5893.0
2022-06-07,FlightsClimbed,8.0
2022-06-07,DistanceWalkingRunning,4.6312
2022-06-08,StepCount,1603.0
2022-06-08,FlightsClimbed,2.0
2022-06-08,DistanceWalkingRunning,1.17361
2022-06-09,StepCount,4725.0
2022-06-09,FlightsClimbed,4.0
2022-06-09,DistanceWalkingRunning,3.68166
2022-06-10,StepCount,4862.0
2022-06-10,FlightsClimbed,0.0
2022-06-10,DistanceWalkingRunning,3.33739
2022-06-11,StepCount,10131.0
2022-06-11,FlightsClimbed,1.0
2022-06-11,DistanceWalkingRunning,6.76349
2022-06-12,StepCount,238.0
2022-06-12,FlightsClimbed,0.0
2022-06-12,DistanceWalkingRunning,0.1683
2022-06-13,StepCount,16.0
2022-06-13,FlightsClimbed,0.0
2022-06-13,DistanceWalkingRunning,0.0112
2022-06-14,StepCount,74.0
2022-06-14,FlightsClimbed,1.0
2022-06-14,DistanceWalkingRunning,0.04852
2022-06-15,StepCount,5837.0
2022-06-15,FlightsClimbed,1.0
2022-06-15,DistanceWalkingRunning,4.23123
2022-06-16,StepCount,185.0
2022-06-16,FlightsClimbed,3.0
2022-06-16,DistanceWalkingRunning,0.12856
2022-06-17,StepCount,206.0
2022-06-17,FlightsClimbed,5.0
2022-06-17,DistanceWalkingRunning,0.15402000000000002
2022-06-18,StepCount,2368.0
2022-06-18,FlightsClimbed,7.0
2022-06-18,DistanceWalkingRunning,1.64551
2022-06-19,StepCount,12206.0
2022-06-19,FlightsClimbed,8.0
2022-06-19,DistanceWalkingRunning,9.145929
2022-06-20,StepCount,6538.0
2022-06-20,FlightsClimbed,5.0
2022-06-20,DistanceWalkingRunning,4.377703
2022-06-21,StepCount,8580.0
2022-06-21,FlightsClimbed,6.0
2022-06-21,DistanceWalkingRunning,6.25456
2022-06-22,StepCount,51.0
2022-06-22,FlightsClimbed,1.0
2022-06-22,DistanceWalkingRunning,0.03993
2022-06-23,StepCount,14932.0
2022-06-23,FlightsClimbed,12.0
2022-06-23,DistanceWalkingRunning,10.3030367
2022-06-24,StepCount,824.0
2022-06-24,FlightsClimbed,2.0
2022-06-24,DistanceWalkingRunning,0.57158
2022-06-25,StepCount,122.0
2022-06-25,FlightsClimbed,2.0
2022-06-25,DistanceWalkingRunning,0.08961
2022-06-26,StepCount,5120.0
2022-06-26,FlightsClimbed,3.0
2022-06-26,DistanceWalkingRunning,3.6120900000000002
2022-06-27,StepCount,307.0
2022-06-27,FlightsClimbed,4.0
2022-06-27,DistanceWalkingRunning,0.21524
2022-06-28,StepCount,2319.0
2022-06-28,FlightsClimbed,1.0
2022-06-28,DistanceWalkingRunning,1.66467
2022-06-29,StepCount,5881.0
2022-06-29,FlightsClimbed,4.0
2022-06-29,DistanceWalkingRunning,4.224537
2022-06-30,StepCount,4256.0
2022-06-30,FlightsClimbed,2.0
2022-06-30,DistanceWalkingRunning,3.0339274
2022-07-01,StepCount,7779.0
2022-07-01,FlightsClimbed,2.0
2022-07-01,DistanceWalkingRunning,5.673513
2022-07-02,StepCount,3123.0
2022-07-02,FlightsClimbed,3.0
2022-07-02,DistanceWalkingRunning,2.227057
2022-07-03,StepCount,143.0
2022-07-03,FlightsClimbed,3.0
2022-07-03,DistanceWalkingRunning,0.10495
2022-07-04,StepCount,11689.0
2022-07-04,FlightsClimbed,2.0
2022-07-04,DistanceWalkingRunning,8.755155
2022-07-05,StepCount,2434.0
2022-07-05,FlightsClimbed,8.0
2022-07-05,DistanceWalkingRunning,1.6863299999999999
2022-07-06,StepCount,10013.0
2022-07-06,FlightsClimbed,2.0
2022-07-06,DistanceWalkingRunning,6.956957
2022-07-07,StepCount,26328.0
2022-07-07,FlightsClimbed,0.0
2022-07-07,DistanceWalkingRunning,18.36918
2022-07-08,StepCount,25388.0
2022-07-08,FlightsClimbed,3.0
2022-07-08,DistanceWalkingRunning,17.49781
2022-07-09,StepCount,10002.0
2022-07-09,FlightsClimbed,0.0
2022-07-09,DistanceWalkingRunning,6.65388
2022-07-10,StepCount,11082.0
2022-07-10,FlightsClimbed,0.0
2022-07-10,DistanceWalkingRunning,8.16957
2022-07-11,StepCount,22857.0
2022-07-11,FlightsClimbed,1.0
2022-07-11,DistanceWalkingRunning,15.13003
2022-07-12,StepCount,861.0
2022-07-12,FlightsClimbed,6.0
2022-07-12,DistanceWalkingRunning,0.59468
2022-07-13,StepCount,89.0
2022-07-13,FlightsClimbed,0.0
2022-07-13,DistanceWalkingRunning,0.06517
2022-07-14,StepCount,201.0
2022-07-14,FlightsClimbed,2.0
2022-07-14,DistanceWalkingRunning,0.13898
2022-07-15,StepCount,13317.0
2022-07-15,FlightsClimbed,3.0
2022-07-15,DistanceWalkingRunning,9.02711
2022-07-16,StepCount,3233.0
2022-07-16,FlightsClimbed,4.0
2022-07-16,DistanceWalkingRunning,2.29533
2022-07-17,StepCount,4078.0
2022-07-17,FlightsClimbed,3.0
2022-07-17,DistanceWalkingRunning,2.72142
2022-07-18,StepCount,3253.0
2022-07-18,FlightsClimbed,2.0
2022-07-18,DistanceWalkingRunning,2.35836
2022-07-19,StepCount,3207.0
2022-07-19,FlightsClimbed,3.0
2022-07-19,DistanceWalkingRunning,2.161959
2022-07-20,StepCount,7277.0
2022-07-20,FlightsClimbed,1.0
2022-07-20,DistanceWalkingRunning,4.89346
2022-07-21,StepCount,13914.0
2022-07-21,FlightsClimbed,6.0
2022-07-21,DistanceWalkingRunning,9.264384
2022-07-22,StepCount,5611.0
2022-07-22,FlightsClimbed,4.0
2022-07-22,DistanceWalkingRunning,3.99743
2022-07-23,StepCount,6254.0
2022-07-23,FlightsClimbed,4.0
2022-07-23,DistanceWalkingRunning,4.4550835
2022-07-24,StepCount,5609.0
2022-07-24,FlightsClimbed,3.0
2022-07-24,DistanceWalkingRunning,3.981005
2022-07-25,StepCount,13069.0
2022-07-25,FlightsClimbed,4.0
2022-07-25,DistanceWalkingRunning,9.17295
2022-07-26,StepCount,10718.0
2022-07-26,FlightsClimbed,14.0
2022-07-26,DistanceWalkingRunning,7.300085
2022-07-27,StepCount,17576.0
2022-07-27,FlightsClimbed,37.0
2022-07-27,DistanceWalkingRunning,11.8687086
2022-07-28,StepCount,7947.0
2022-07-28,FlightsClimbed,10.0
2022-07-28,DistanceWalkingRunning,5.49618
2022-07-29,StepCount,8420.0
2022-07-29,FlightsClimbed,5.0
2022-07-29,DistanceWalkingRunning,5.3783900000000004
2022-07-30,StepCount,4239.0
2022-07-30,FlightsClimbed,7.0
2022-07-30,DistanceWalkingRunning,2.87742
2022-07-31,StepCount,196.0
2022-07-31,FlightsClimbed,1.0
2022-07-31,DistanceWalkingRunning,0.13445000000000001
2022-08-01,StepCount,2534.0
2022-08-01,FlightsClimbed,4.0
2022-08-01,DistanceWalkingRunning,1.8606800000000001
2022-08-02,StepCount,714.0
2022-08-02,FlightsClimbed,5.0
2022-08-02,DistanceWalkingRunning,0.49622
2022-08-03,StepCount,9815.0
2022-08-03,FlightsClimbed,4.0
2022-08-03,DistanceWalkingRunning,6.907275
2022-08-04,StepCount,5144.0
2022-08-04,FlightsClimbed,8.0
2022-08-04,DistanceWalkingRunning,3.47044
2022-08-05,StepCount,5048.0
2022-08-05,FlightsClimbed,7.0
2022-08-05,DistanceWalkingRunning,3.639257
2022-08-06,StepCount,9930.0
2022-08-06,FlightsClimbed,1.0
