date,type,value
2022-08-06,DistanceWalkingRunning,7.225891
2022-08-07,StepCount,7400.0
2022-08-07,FlightsClimbed,6.0
2022-08-07,DistanceWalkingRunning,5.282119
2022-08-08,StepCount,325.0
2022-08-08,FlightsClimbed,2.0
2022-08-08,DistanceWalkingRunning,0.24512
2022-08-09,StepCount,3983.0
2022-08-09,FlightsClimbed,7.0
2022-08-09,DistanceWalkingRunning,2.61772
2022-08-10,StepCount,528.0
2022-08-10,FlightsClimbed,2.0
2022-08-10,DistanceWalkingRunning,0.37595
2022-08-11,StepCount,7404.0
2022-08-11,FlightsClimbed,7.0
2022-08-11,DistanceWalkingRunning,5.194552
2022-08-12,StepCount,5164.0
2022-08-12,FlightsClimbed,8.0
2022-08-12,DistanceWalkingRunning,3.75279
2022-08-13,StepCount,2696.0
2022-08-13,FlightsClimbed,1.0
2022-08-13,DistanceWalkingRunning,1.92631
2022-08-14,StepCount,2385.0
2022-08-14,FlightsClimbed,2.0
2022-08-14,DistanceWalkingRunning,1.676691
2022-08-15,StepCount,2273.0
2022-08-15,FlightsClimbed,6.0
2022-08-15,DistanceWalkingRunning,1.59891
2022-08-16,StepCount,5381.0
2022-08-16,FlightsClimbed,5.0
2022-08-16,DistanceWalkingRunning,3.6125
2022-08-17,StepCount,4129.0
2022-08-17,FlightsClimbed,7.0
2022-08-17,DistanceWalkingRunning,2.850544
2022-08-18,StepCount,11107.0
2022-08-18,FlightsClimbed,18.0
2022-08-18,DistanceWalkingRunning,7.7194025
2022-08-19,StepCount,314.0
2022-08-19,FlightsClimbed,4.0
2022-08-19,DistanceWalkingRunning,0.22871
2022-08-20,StepCount,1065.0
2022-08-20,FlightsClimbed,6.0
2022-08-20,DistanceWalkingRunning,0.7604409999999999
2022-08-21,StepCount,182.0
2022-08-21,FlightsClimbed,2.0
2022-08-21,DistanceWalkingRunning,0.12612
2022-08-22,StepCount,3092.0
2022-08-22,FlightsClimbed,4.0
2022-08-22,DistanceWalkingRunning,2.156178
2022-08-23,StepCount,5663.0
2022-08-23,FlightsClimbed,5.0
2022-08-23,DistanceWalkingRunning,3.965367
2022-08-24,StepCount,6235.0
2022-08-24,FlightsClimbed,7.0
2022-08-24,DistanceWalkingRunning,4.07337
2022-08-25,StepCount,4910.0
2022-08-25,FlightsClimbed,5.0
2022-08-25,DistanceWalkingRunning,3.626474
2022-08-26,StepCount,5011.0
2022-08-26,FlightsClimbed,2.0
2022-08-26,DistanceWalkingRunning,3.382552
2022-08-27,StepCount,1471.0
2022-08-27,FlightsClimbed,2.0
2022-08-27,DistanceWalkingRunning,1.10563
2022-08-28,StepCount,330.0
2022-08-28,FlightsClimbed,2.0
2022-08-28,DistanceWalkingRunning,0.22515
2022-08-29,StepCount,1095.0
2022-08-29,FlightsClimbed,1.0
2022-08-29,DistanceWalkingRunning,0.7324
2022-08-30,StepCount,15705.0
2022-08-30,FlightsClimbed,7.0
2022-08-30,DistanceWalkingRunning,10.200377
2022-08-31,StepCount,211.0
2022-08-31,FlightsClimbed,4.0
2022-08-31,DistanceWalkingRunning,0.15738000000000002
2022-09-01,StepCount,8564.0
2022-09-01,FlightsClimbed,1.0
2022-09-01,DistanceWalkingRunning,5.539163
2022-09-02,StepCount,4739.0
2022-09-02,FlightsClimbed,6.0
2022-09-02,DistanceWalkingRunning,3.323348
2022-09-03,StepCount,1904.0
2022-09-03,FlightsClimbed,4.0
2022-09-03,DistanceWalkingRunning,1.31916
2022-09-04,StepCount,5876.0
2022-09-04,FlightsClimbed,9.0
2022-09-04,DistanceWalkingRunning,4.147453
2022-09-05,StepCount,13514.0
2022-09-05,FlightsClimbed,25.0
2022-09-05,DistanceWalkingRunning,9.227782
2022-09-06,StepCount,3641.0
2022-09-06,FlightsClimbed,7.0
2022-09-06,DistanceWalkingRunning,2.635494
2022-09-07,StepCount,1762.0
2022-09-07,FlightsClimbed,6.0
2022-09-07,DistanceWalkingRunning,1.26018
2022-09-08,StepCount,344.0
2022-09-08,FlightsClimbed,5.0
2022-09-08,DistanceWalkingRunning,0.25801
2022-09-09,StepCount,578.0
2022-09-09,FlightsClimbed,2.0
2022-09-09,DistanceWalkingRunning,0.41761
2022-09-10,StepCount,4880.0
2022-09-10,FlightsClimbed,3.0
2022-09-10,DistanceWalkingRunning,3.57466
2022-09-11,StepCount,2990.0
2022-09-11,FlightsClimbed,13.0
2022-09-11,DistanceWalkingRunning,2.11097
2022-09-12,StepCount,5345.0
2022-09-12,FlightsClimbed,14.0
2022-09-12,DistanceWalkingRunning,3.90739
2022-09-13,StepCount,382.0
2022-09-13,FlightsClimbed,0.0
2022-09-13,DistanceWalkingRunning,0.27172
2022-09-14,StepCount,3468.0
2022-09-14,FlightsClimbed,2.0
2022-09-14,DistanceWalkingRunning,2.478455
2022-09-15,StepCount,646.0
2022-09-15,FlightsClimbed,1.0
2022-09-15,DistanceWalkingRunning,0.43468
2022-09-16,StepCount,1562.0
2022-09-16,FlightsClimbed,1.0
2022-09-16,DistanceWalkingRunning,1.10958
2022-09-17,StepCount,5073.0
2022-09-17,FlightsClimbed,0.0
2022-09-17,DistanceWalkingRunning,3.62201
2022-09-18,StepCount,507.0
2022-09-18,FlightsClimbed,0.0
2022-09-18,DistanceWalkingRunning,0.36442
2022-09-19,StepCount,2157.0
2022-09-19,FlightsClimbed,2.0
2022-09-19,DistanceWalkingRunning,1.44617
2022-09-20,StepCount,2477.0
2022-09-20,FlightsClimbed,1.0
2022-09-20,DistanceWalkingRunning,1.72936
2022-09-21,StepCount,1430.0
2022-09-21,FlightsClimbed,1.0
2022-09-21,DistanceWalkingRunning,0.99352
2022-09-22,StepCount,1279.0
2022-09-22,FlightsClimbed,4.0
2022-09-22,DistanceWalkingRunning,0.8666999999999999
2022-09-23,StepCount,3360.0
2022-09-23,FlightsClimbed,2.0
2022-09-23,DistanceWalkingRunning,2.25447
2022-09-24,StepCount,4989.0
2022-09-24,FlightsClimbed,17.0
2022-09-24,DistanceWalkingRunning,3.37559
2022-09-25,StepCount,4864.0
2022-09-25,FlightsClimbed,9.0
2022-09-25,DistanceWalkingRunning,3.20203
2022-09-26,StepCount,3410.0
2022-09-26,FlightsClimbed,9.0
2022-09-26,DistanceWalkingRunning,2.41103
2022-09-27,StepCount,6302.0
2022-09-27,FlightsClimbed,14.0
2022-09-27,DistanceWalkingRunning,4.37952
2022-09-28,StepCount,14205.0
2022-09-28,FlightsClimbed,30.0
2022-09-28,DistanceWalkingRunning,9.823405
2022-09-29,StepCount,17426.0
2022-09-29,FlightsClimbed,31.0
2022-09-29,DistanceWalkingRunning,12.835663
2022-09-30,StepCount,21094.0
2022-09-30,FlightsClimbed,38.0
2022-09-30,DistanceWalkingRunning,15.157683
2022-10-01,StepCount,13817.0
2022-10-01,FlightsClimbed,17.0
2022-10-01,DistanceWalkingRunning,10.003463
2022-10-02,StepCount,5249.0
2022-10-02,FlightsClimbed,15.0
2022-10-02,DistanceWalkingRunning,3.6379099999999998
2022-10-03,StepCount,6736.0
2022-10-03,FlightsClimbed,21.0
2022-10-03,DistanceWalkingRunning,4.722346
2022-10-04,StepCount,6563.0
2022-10-04,FlightsClimbed,18.0
2022-10-04,DistanceWalkingRunning,4.89392
2022-10-05,StepCount,7323.0
2022-10-05,FlightsClimbed,29.0
2022-10-05,DistanceWalkingRunning,5.12477
2022-10-06,StepCount,5654.0
2022-10-06,FlightsClimbed,13.0
2022-10-06,DistanceWalkingRunning,4.173577
2022-10-07,StepCount,5823.0
2022-10-07,FlightsClimbed,15.0
2022-10-07,DistanceWalkingRunning,4.190669
2022-10-08,StepCount,7486.0
2022-10-08,FlightsClimbed,3.0
2022-10-08,DistanceWalkingRunning,5.5191230000000004
2022-10-09,StepCount,8309.0
2022-10-09,FlightsClimbed,5.0
2022-10-09,DistanceWalkingRunning,6.209408
2022-10-10,StepCount,6267.0
2022-10-10,FlightsClimbed,20.0
2022-10-10,DistanceWalkingRunning,4.64859
2022-10-11,StepCount,13426.0
2022-10-11,FlightsClimbed,25.0
2022-10-11,DistanceWalkingRunning,9.630718
2022-10-12,StepCount,8437.0
2022-10-12,FlightsClimbed,35.0
2022-10-12,DistanceWalkingRunning,6.0492099999999995
2022-10-13,StepCount,5264.0
2022-10-13,FlightsClimbed,16.0
2022-10-13,DistanceWalkingRunning,3.6869199999999998
2022-10-14,StepCount,8681.0
2022-10-14,FlightsClimbed,8.0
2022-10-14,DistanceWalkingRunning,6.16509
2022-10-15,StepCount,13271.0
2022-10-15,FlightsClimbed,13.0
2022-10-15,DistanceWalkingRunning,9.261843
2022-10-16,StepCount,9130.0
2022-10-16,FlightsClimbed,21.0
2022-10-16,DistanceWalkingRunning,6.301025
2022-10-17,StepCount,6816.0
2022-10-17,FlightsClimbed,16.0
2022-10-17,DistanceWalkingRunning,4.27856
2022-10-18,StepCount,10289.0
2022-10-18,FlightsClimbed,28.0
2022-10-18,DistanceWalkingRunning,7.12661
2022-10-19,StepCount,12018.0
2022-10-19,FlightsClimbed,21.0
2022-10-19,DistanceWalkingRunning,8.389314
2022-10-20,StepCount,11871.0
2022-10-20,FlightsClimbed,18.0
2022-10-20,DistanceWalkingRunning,8.471505
2022-10-21,StepCount,14181.0
2022-10-21,FlightsClimbed,22.0
2022-10-21,DistanceWalkingRunning,10.316973
2022-10-22,StepCount,1903.0
2022-10-22,FlightsClimbed,0.0
2022-10-22,DistanceWalkingRunning,1.2921
2022-10-23,StepCount,6918.0
2022-10-23,FlightsClimbed,25.0
2022-10-23,DistanceWalkingRunning,4.8028699999999995
2022-10-24,StepCount,5908.0
2022-10-24,FlightsClimbed,17.0
2022-10-24,DistanceWalkingRunning,4.14021
2022-10-25,StepCount,7543.0
2022-10-25,FlightsClimbed,18.0
2022-10-25,DistanceWalkingRunning,5.12382
2022-10-26,StepCount,6033.0
2022-10-26,FlightsClimbed,25.0
2022-10-26,DistanceWalkingRunning,4.18053
2022-10-27,StepCount,11747.0
2022-10-27,FlightsClimbed,28.0
2022-10-27,DistanceWalkingRunning,8.103211
2022-10-28,StepCount,5776.0
2022-10-28,FlightsClimbed,3.0
2022-10-28,DistanceWalkingRunning,3.80645
2022-10-29,StepCount,5311.0
2022-10-29,FlightsClimbed,2.0
2022-10-29,DistanceWalkingRunning,3.51181
2022-10-30,StepCount,1783.0
2022-10-30,FlightsClimbed,2.0
2022-10-30,DistanceWalkingRunning,1.21295
2022-10-31,StepCount,14740.0
2022-10-31,FlightsClimbed,29.0
2022-10-31,DistanceWalkingRunning,10.032503
2022-11-01,StepCount,13070.0
2022-11-01,FlightsClimbed,33.0
2022-11-01,DistanceWalkingRunning,8.32656
2022-11-02,StepCount,6557.0
2022-11-02,FlightsClimbed,16.0
2022-11-02,DistanceWalkingRunning,4.4201
2022-11-03,StepCount,6646.0
2022-11-03,FlightsClimbed,16.0
2022-11-03,DistanceWalkingRunning,4.386706
2022-11-04,StepCount,2533.0
2022-11-04,FlightsClimbed,8.0
2022-11-04,DistanceWalkingRunning,1.77251
2022-11-05,StepCount,18894.0
2022-11-05,FlightsClimbed,41.0
2022-11-05,DistanceWalkingRunning,12.796818
2022-11-06,StepCount,11557.0
2022-11-06,FlightsClimbed,6.0
2022-11-06,DistanceWalkingRunning,8.199866
2022-11-07,StepCount,2855.0
2022-11-07,FlightsClimbed,14.0
2022-11-07,DistanceWalkingRunning,1.91869
2022-11-08,StepCount,7911.0
2022-11-08,FlightsClimbed,15.0
2022-11-08,DistanceWalkingRunning,5.31286
2022-11-09,StepCount,5929.0
2022-11-09,FlightsClimbed,16.0
2022-11-09,DistanceWalkingRunning,4.288065
2022-11-10,StepCount,11168.0
2022-11-10,FlightsClimbed,16.0
2022-11-10,DistanceWalkingRunning,7.629214
2022-11-11,StepCount,10877.0
2022-11-11,FlightsClimbed,10.0
2022-11-11,DistanceWalkingRunning,7.940708
2022-11-12,StepCount,3581.0
2022-11-12,FlightsClimbed,1.0
2022-11-12,DistanceWalkingRunning,2.4032240000000002
2022-11-13,StepCount,12910.0
2022-11-13,FlightsClimbed,28.0
2022-11-13,DistanceWalkingRunning,9.119607
2022-11-14,StepCount,7003.0
2022-11-14,FlightsClimbed,20.0
2022-11-14,DistanceWalkingRunning,4.84547
2022-11-15,StepCount,6191.0
2022-11-15,FlightsClimbed,17.0
2022-11-15,DistanceWalkingRunning,4.211159
2022-11-16,StepCount,9290.0
2022-11-16,FlightsClimbed,32.0
2022-11-16,DistanceWalkingRunning,6.877693
2022-11-17,StepCount,6645.0
2022-11-17,FlightsClimbed,20.0
2022-11-17,DistanceWalkingRunning,4.72535
2022-11-18,StepCount,11759.0
2022-11-18,FlightsClimbed,16.0
2022-11-18,DistanceWalkingRunning,8.24386
2022-11-19,StepCount,7638.0
2022-11-19,FlightsClimbed,18.0
2022-11-19,DistanceWalkingRunning,5.59558
2022-11-20,StepCount,8339.0
2022-11-20,FlightsClimbed,21.0
2022-11-20,DistanceWalkingRunning,6.10256
2022-11-21,StepCount,2151.0
2022-11-21,FlightsClimbed,7.0
2022-11-21,DistanceWalkingRunning,1.57012
2022-11-22,StepCount,5150.0
2022-11-22,FlightsClimbed,17.0
2022-11-22,DistanceWalkingRunning,3.59333
2022-11-23,StepCount,6129.0
2022-11-23,FlightsClimbed,20.0
2022-11-23,DistanceWalkingRunning,4.26815
2022-11-24,StepCount,3659.0
2022-11-24,FlightsClimbed,14.0
2022-11-24,DistanceWalkingRunning,2.56634
2022-11-25,StepCount,4968.0
2022-11-25,FlightsClimbed,18.0
2022-11-25,DistanceWalkingRunning,3.516933
2022-11-26,StepCount,2860.0
2022-11-26,FlightsClimbed,6.0
2022-11-26,DistanceWalkingRunning,1.74865
2022-11-27,StepCount,2352.0
2022-11-27,FlightsClimbed,8.0
2022-11-27,DistanceWalkingRunning,1.62183
2022-11-28,StepCount,1405.0
2022-11-28,FlightsClimbed,7.0
2022-11-28,DistanceWalkingRunning,1.03838
2022-11-29,StepCount,5535.0
2022-11-29,FlightsClimbed,12.0
2022-11-29,DistanceWalkingRunning,3.60108
2022-11-30,StepCount,15379.0
2022-11-30,FlightsClimbed,16.0
2022-11-30,DistanceWalkingRunning,11.4136516
2022-12-01,StepCount,7817.0
2022-12-01,FlightsClimbed,25.0
2022-12-01,DistanceWalkingRunning,5.489279
2022-12-02,StepCount,5297.0
2022-12-02,FlightsClimbed,21.0
2022-12-02,DistanceWalkingRunning,3.75359
2022-12-03,StepCount,5963.0
2022-12-03,FlightsClimbed,0.0
2022-12-03,DistanceWalkingRunning,3.90318
2022-12-04,StepCount,5048.0
2022-12-04,FlightsClimbed,0.0
2022-12-04,DistanceWalkingRunning,3.30126
2022-12-05,StepCount,3726.0
2022-12-05,FlightsClimbed,0.0
2022-12-05,DistanceWalkingRunning,2.71364
2022-12-06,StepCount,7066.0
2022-12-06,FlightsClimbed,11.0
2022-12-06,DistanceWalkingRunning,4.945092
2022-12-07,StepCount,4000.0
2022-12-07,FlightsClimbed,22.0
2022-12-07,DistanceWalkingRunning,2.93619
2022-12-08,StepCount,8008.0
2022-12-08,FlightsClimbed,16.0
2022-12-08,DistanceWalkingRunning,5.56319
2022-12-09,StepCount,4009.0
2022-12-09,FlightsClimbed,21.0
2022-12-09,DistanceWalkingRunning,2.87468
2022-12-10,StepCount,12982.0
2022-12-10,FlightsClimbed,26.0
2022-12-10,DistanceWalkingRunning,8.418817
2022-12-11,StepCount,5250.0
2022-12-11,FlightsClimbed,16.0
2022-12-11,DistanceWalkingRunning,3.6851190000000003
2022-12-12,StepCount,6409.0
2022-12-12,FlightsClimbed,17.0
2022-12-12,DistanceWalkingRunning,4.324774
2022-12-13,StepCount,6632.0
2022-12-13,FlightsClimbed,21.0
2022-12-13,DistanceWalkingRunning,4.39272
2022-12-14,StepCount,6371.0
2022-12-14,FlightsClimbed,15.0
2022-12-14,DistanceWalkingRunning,4.443668
2022-12-15,StepCount,11061.0
2022-12-15,FlightsClimbed,28.0
2022-12-15,DistanceWalkingRunning,7.295969
2022-12-16,StepCount,9874.0
2022-12-16,FlightsClimbed,26.0
2022-12-16,DistanceWalkingRunning,6.807391
2022-12-17,StepCount,390.0
2022-12-17,FlightsClimbed,0.0
2022-12-17,DistanceWalkingRunning,0.26617999999999997
2022-12-18,StepCount,8924.0
2022-12-18,FlightsClimbed,36.0
2022-12-18,DistanceWalkingRunning,6.2144473
2022-12-19,StepCount,2768.0
2022-12-19,FlightsClimbed,6.0
2022-12-19,DistanceWalkingRunning,1.88028
2022-12-20,StepCount,7098.0
2022-12-20,FlightsClimbed,23.0
2022-12-20,DistanceWalkingRunning,4.89904
2022-12-21,StepCount,4800.0
2022-12-21,FlightsClimbed,18.0
2022-12-21,DistanceWalkingRunning,3.14575
2022-12-22,StepCount,5881.0
2022-12-22,FlightsClimbed,14.0
2022-12-22,DistanceWalkingRunning,3.8957699999999997
2022-12-23,StepCount,6518.0
2022-12-23,FlightsClimbed,8.0
2022-12-23,DistanceWalkingRunning,4.417857
2022-12-24,StepCount,16263.0
2022-12-24,FlightsClimbed,5.0
2022-12-24,DistanceWalkingRunning,11.537065
2022-12-25,StepCount,8310.0
2022-12-25,FlightsClimbed,33.0
2022-12-25,DistanceWalkingRunning,5.6075930000000005
2022-12-26,StepCount,6873.0
2022-12-26,FlightsClimbed,21.0
2022-12-26,DistanceWalkingRunning,4.7963
2022-12-27,StepCount,8138.0
2022-12-27,FlightsClimbed,16.0
2022-12-27,DistanceWalkingRunning,5.2876
2022-12-28,StepCount,5764.0
2022-12-28,FlightsClimbed,9.0
2022-12-28,DistanceWalkingRunning,3.710325
2022-12-29,StepCount,6157.0
2022-12-29,FlightsClimbed,24.0
2022-12-29,DistanceWalkingRunning,4.206656
2022-12-30,StepCount,7307.0
2022-12-30,FlightsClimbed,9.0
2022-12-30,DistanceWalkingRunning,4.8075790000000005
2022-12-31,StepCount,4804.0
2022-12-31,FlightsClimbed,7.0
2022-12-31,DistanceWalkingRunning,3.27387
2023-01-01,StepCount,1238.0
2023-01-01,FlightsClimbed,0.0
2023-01-01,DistanceWalkingRunning,0.82964
2023-01-02,StepCount,2653.0
2023-01-02,FlightsClimbed,6.0
2023-01-02,DistanceWalkingRunning,1.8068899999999999
2023-01-03,StepCount,4964.0
2023-01-03,FlightsClimbed,13.0
2023-01-03,DistanceWalkingRunning,3.21388
2023-01-04,StepCount,2686.0
2023-01-04,FlightsClimbed,7.0
2023-01-04,DistanceWalkingRunning,1.76562
2023-01-05,StepCount,7039.0
2023-01-05,FlightsClimbed,24.0
2023-01-05,DistanceWalkingRunning,4.80147
2023-01-06,StepCount,3560.0
2023-01-06,FlightsClimbed,15.0
2023-01-06,DistanceWalkingRunning,2.44105
2023-01-07,StepCount,2604.0
2023-01-07,FlightsClimbed,6.0
2023-01-07,DistanceWalkingRunning,1.78809
2023-01-08,StepCount,2059.0
2023-01-08,FlightsClimbed,8.0
2023-01-08,DistanceWalkingRunning,1.37806
2023-01-09,StepCount,3295.0
2023-01-09,FlightsClimbed,6.0
2023-01-09,DistanceWalkingRunning,2.193846
2023-01-10,StepCount,12202.0
2023-01-10,FlightsClimbed,33.0
2023-01-10,DistanceWalkingRunning,8.719684
2023-01-11,StepCount,2339.0
2023-01-11,FlightsClimbed,8.0
2023-01-11,DistanceWalkingRunning,1.6711799999999999
2023-01-12,StepCount,8959.0
2023-01-12,FlightsClimbed,20.0
2023-01-12,DistanceWalkingRunning,6.185984
2023-01-13,StepCount,2407.0
2023-01-13,FlightsClimbed,4.0
2023-01-13,DistanceWalkingRunning,1.6738
2023-01-14,StepCount,1494.0
2023-01-14,FlightsClimbed,3.0
2023-01-14,DistanceWalkingRunning,1.0368
2023-01-15,StepCount,2937.0
2023-01-15,FlightsClimbed,14.0
2023-01-15,DistanceWalkingRunning,2.249413
2023-01-16,StepCount,2218.0
2023-01-16,FlightsClimbed,6.0
2023-01-16,DistanceWalkingRunning,1.3926
2023-01-17,StepCount,2587.0
2023-01-17,FlightsClimbed,8.0
2023-01-17,DistanceWalkingRunning,1.84457
2023-01-18,StepCount,7440.0
2023-01-18,FlightsClimbed,10.0
2023-01-18,DistanceWalkingRunning,5.039528
2023-01-19,StepCount,2565.0
2023-01-19,FlightsClimbed,4.0
2023-01-19,DistanceWalkingRunning,1.71458
2023-01-20,StepCount,612.0
2023-01-20,FlightsClimbed,1.0
2023-01-20,DistanceWalkingRunning,0.38955
2023-01-21,StepCount,4647.0
2023-01-21,FlightsClimbed,15.0
2023-01-21,DistanceWalkingRunning,3.27949
2023-01-22,StepCount,5120.0
2023-01-22,FlightsClimbed,3.0
2023-01-22,DistanceWalkingRunning,3.7512
2023-01-23,StepCount,2219.0
2023-01-23,FlightsClimbed,1.0
2023-01-23,DistanceWalkingRunning,1.52958
2023-01-24,StepCount,4387.0
2023-01-24,FlightsClimbed,4.0
2023-01-24,DistanceWalkingRunning,2.68186
2023-01-25,StepCount,1597.0
2023-01-25,FlightsClimbed,2.0
2023-01-25,DistanceWalkingRunning,1.068
2023-01-26,StepCount,1517.0
2023-01-26,FlightsClimbed,1.0
2023-01-26,DistanceWalkingRunning,1.1052899999999999
2023-01-27,StepCount,546.0
2023-01-27,FlightsClimbed,0.0
2023-01-27,DistanceWalkingRunning,0.39102
2023-01-28,StepCount,560.0
2023-01-28,FlightsClimbed,0.0
2023-01-28,DistanceWalkingRunning,0.39906
2023-01-29,StepCount,601.0
2023-01-29,FlightsClimbed,0.0
2023-01-29,DistanceWalkingRunning,0.42744000000000004
2023-01-30,StepCount,3485.0
2023-01-30,FlightsClimbed,4.0
2023-01-30,DistanceWalkingRunning,2.47599
2023-01-31,StepCount,5682.0
2023-01-31,FlightsClimbed,11.0
2023-01-31,DistanceWalkingRunning,3.734483
2023-02-01,StepCount,3092.0
2023-02-01,FlightsClimbed,7.0
2023-02-01,DistanceWalkingRunning,2.047964
2023-02-02,StepCount,667.0
2023-02-02,FlightsClimbed,0.0
2023-02-02,DistanceWalkingRunning,0.46584
2023-02-03,StepCount,1967.0
2023-02-03,FlightsClimbed,2.0
2023-02-03,DistanceWalkingRunning,1.44617
2023-02-04,StepCount,504.0
2023-02-04,FlightsClimbed,0.0
2023-02-04,DistanceWalkingRunning,0.34688
2023-02-05,StepCount,582.0
2023-02-05,FlightsClimbed,0.0
2023-02-05,DistanceWalkingRunning,0.41321
2023-02-06,StepCount,10107.0
2023-02-06,FlightsClimbed,6.0
2023-02-06,DistanceWalkingRunning,6.64984
2023-02-07,StepCount,1207.0
2023-02-07,FlightsClimbed,2.0
2023-02-07,DistanceWalkingRunning,0.82978
2023-02-08,StepCount,1352.0
2023-02-08,FlightsClimbed,1.0
2023-02-08,DistanceWalkingRunning,0.95412
2023-02-09,StepCount,3036.0
2023-02-09,FlightsClimbed,10.0
2023-02-09,DistanceWalkingRunning,1.96885
2023-02-10,StepCount,1444.0
2023-02-10,FlightsClimbed,0.0
2023-02-10,DistanceWalkingRunning,0.99494
2023-02-11,StepCount,1768.0
2023-02-11,FlightsClimbed,4.0
2023-02-11,DistanceWalkingRunning,1.19423
2023-02-12,StepCount,4595.0
2023-02-12,FlightsClimbed,6.0
2023-02-12,DistanceWalkingRunning,3.06899
2023-02-13,StepCount,11971.0
2023-02-13,FlightsClimbed,13.0
2023-02-13,DistanceWalkingRunning,7.74302
2023-02-14,StepCount,55.0
2023-02-14,FlightsClimbed,0.0
2023-02-14,DistanceWalkingRunning,0.03861
2023-02-15,StepCount,2080.0
2023-02-15,FlightsClimbed,7.0
2023-02-15,DistanceWalkingRunning,1.3889
2023-02-16,StepCount,4332.0
2023-02-16,FlightsClimbed,5.0
2023-02-16,DistanceWalkingRunning,3.26729
2023-02-17,StepCount,3880.0
2023-02-17,FlightsClimbed,8.0
2023-02-17,DistanceWalkingRunning,2.58737
2023-02-18,StepCount,1687.0
2023-02-18,FlightsClimbed,5.0
2023-02-18,DistanceWalkingRunning,1.23766
2023-02-19,StepCount,779.0
2023-02-19,FlightsClimbed,1.0
2023-02-19,DistanceWalkingRunning,0.50946
2023-02-20,StepCount,11230.0
2023-02-20,FlightsClimbed,38.0
2023-02-20,DistanceWalkingRunning,7.4217130000000004
2023-02-21,StepCount,1302.0
2023-02-21,FlightsClimbed,7.0
2023-02-21,DistanceWalkingRunning,0.86575
2023-02-22,StepCount,1725.0
2023-02-22,FlightsClimbed,1.0
2023-02-22,DistanceWalkingRunning,1.13465
2023-02-23,StepCount,7799.0
2023-02-23,FlightsClimbed,14.0
2023-02-23,DistanceWalkingRunning,5.496675
2023-02-24,StepCount,5795.0
2023-02-24,FlightsClimbed,17.0
2023-02-24,DistanceWalkingRunning,4.064814
2023-02-25,StepCount,9490.0
2023-02-25,FlightsClimbed,7.0
2023-02-25,DistanceWalkingRunning,6.490462
2023-02-26,StepCount,6112.0
2023-02-26,FlightsClimbed,20.0
2023-02-26,DistanceWalkingRunning,3.89952
2023-02-27,StepCount,5498.0
2023-02-27,FlightsClimbed,20.0
2023-02-27,DistanceWalkingRunning,3.7077809999999998
2023-02-28,StepCount,3618.0
2023-02-28,FlightsClimbed,12.0
2023-02-28,DistanceWalkingRunning,2.33297
2023-03-01,StepCount,4173.0
2023-03-01,FlightsClimbed,1.0
2023-03-01,DistanceWalkingRunning,2.803627
2023-03-02,StepCount,1470.0
2023-03-02,FlightsClimbed,7.0
2023-03-02,DistanceWalkingRunning,1.0304499999999999
2023-03-03,StepCount,4813.0
2023-03-03,FlightsClimbed,14.0
2023-03-03,DistanceWalkingRunning,3.131092
2023-03-04,StepCount,3399.0
2023-03-04,FlightsClimbed,11.0
2023-03-04,DistanceWalkingRunning,2.206029
2023-03-05,StepCount,5264.0
2023-03-05,FlightsClimbed,10.0
2023-03-05,DistanceWalkingRunning,3.73932
2023-03-06,StepCount,5177.0
2023-03-06,FlightsClimbed,11.0
2023-03-06,DistanceWalkingRunning,3.62627
2023-03-07,StepCount,5744.0
2023-03-07,FlightsClimbed,10.0
2023-03-07,DistanceWalkingRunning,3.91735
2023-03-08,StepCount,2410.0
2023-03-08,FlightsClimbed,5.0
2023-03-08,DistanceWalkingRunning,1.595337
2023-03-09,StepCount,3486.0
2023-03-09,FlightsClimbed,18.0
2023-03-09,DistanceWalkingRunning,2.465389
2023-03-10,StepCount,7090.0
2023-03-10,FlightsClimbed,14.0
2023-03-10,DistanceWalkingRunning,4.70507
2023-03-11,StepCount,7465.0
2023-03-11,FlightsClimbed,10.0
2023-03-11,DistanceWalkingRunning,4.89431
2023-03-12,StepCount,1867.0
2023-03-12,FlightsClimbed,10.0
2023-03-12,DistanceWalkingRunning,1.26007
2023-03-13,StepCount,2191.0
2023-03-13,FlightsClimbed,10.0
2023-03-13,DistanceWalkingRunning,1.4218600000000001
2023-03-14,StepCount,9012.0
2023-03-14,FlightsClimbed,10.0
2023-03-14,DistanceWalkingRunning,6.1063469999999995
2023-03-15,StepCount,5166.0
2023-03-15,FlightsClimbed,5.0
2023-03-15,DistanceWalkingRunning,3.73608
2023-03-16,StepCount,2211.0
2023-03-16,FlightsClimbed,7.0
2023-03-16,DistanceWalkingRunning,1.544209
2023-03-17,StepCount,7507.0
2023-03-17,FlightsClimbed,16.0
2023-03-17,DistanceWalkingRunning,4.9492968
2023-03-18,StepCount,6058.0
2023-03-18,FlightsClimbed,14.0
2023-03-18,DistanceWalkingRunning,3.9076999999999997
2023-03-19,StepCount,130.0
2023-03-19,FlightsClimbed,0.0
2023-03-19,DistanceWalkingRunning,0.08594
2023-03-20,StepCount,3846.0
2023-03-20,FlightsClimbed,15.0
2023-03-20,DistanceWalkingRunning,2.64923
2023-03-21,StepCount,4535.0
2023-03-21,FlightsClimbed,16.0
2023-03-21,DistanceWalkingRunning,3.07347
2023-03-22,StepCount,2987.0
2023-03-22,FlightsClimbed,3.0
